Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
26-06-2013,15.75,16.3,15.5,16.15,15.968870950,18086,97,288813,18086,100,0.8,0.4
25-06-2013,16.05,16.3,15.7,15.95,15.978547996,35055,217,560128,35055,100,0.6,-0.1
24-06-2013,16.15,16.4,16,16.1,16.112891051,35769,180,576342,35769,100,0.4,-0.05
21-06-2013,16.7,16.85,16.4,16.55,16.648034528,23633,210,393443,23633,100,0.45,-0.15
20-06-2013,17.2,17.55,16.85,17.15,17.287630359,34520,235,596769,29393,85.15,0.7,-0.05
19-06-2013,17.55,18,17.2,17.35,17.574367563,40004,322,703045,34997,87.48,0.8,-0.2
18-06-2013,18,18,17.7,17.75,17.791960216,12065,107,214660,11050,91.59,0.3,-0.25
17-06-2013,18.55,18.6,17.85,17.9,18.196459744,28642,304,521183,23062,80.52,0.75,-0.65
14-06-2013,18.4,19.4,18.1,18.8,18.625071009,42248,165,786872,30147,71.36,1.3,0.4
13-06-2013,19.5,19.5,18.65,18.95,18.828670420,11545,43,217377,10427,90.32,0.85,-0.55
12-06-2013,20.95,20.95,19.15,19.5,19.659518654,24016,126,472143,16799,69.95,1.8,-1.45
11-06-2013,18.9,20.4,17.15,19.45,18.983009709,71276,198,1353033,63375,88.91,3.25,0.55
10-06-2013,18.8,19.5,18.1,18.6,18.834829664,32524,172,612584,20039,61.61,1.4,-0.2
07-06-2013,19.45,20.2,18.7,18.95,19.613892807,39704,174,778750,25051,63.09,1.5,-0.5
06-06-2013,18.6,21.05,18,19.45,20.006039937,97352,558,1947628,62977,64.69,3.05,0.85
05-06-2013,15.9,19.05,15.9,18.75,18.353828297,123201,302,2261210,94241,76.49,3.15,2.85
04-06-2013,15.8,15.95,15.3,15.9,15.603660078,19781,88,308656,16475,83.29,0.65,0.1
03-06-2013,16.1,16.1,15.7,15.8,15.856846473,11086,60,175789,9944,89.7,0.4,-0.3
31-05-2013,16,16.6,15.7,15.8,15.988412078,21229,90,339418,18379,86.57,0.9,-0.2
30-05-2013,16.85,16.85,16,16.05,16.091634303,9527,64,153305,7279,76.4,0.85,-0.8
29-05-2013,16.1,16.65,16,16.3,16.322545154,10907,49,178030,9352,85.74,0.65,0.2
28-05-2013,15.85,16.8,15.85,16.05,16.267837474,16342,72,265849,13649,83.52,0.95,0.2
27-05-2013,16.3,16.4,16.1,16.15,16.257694691,9682,38,157407,8462,87.4,0.3,-0.15
24-05-2013,16.05,16.45,16.05,16.1,16.158354796,25626,56,414074,23946,93.44,0.4,0.05
23-05-2013,16.8,16.9,16.1,16.25,16.542863161,28486,94,471240,27497,96.53,0.8,-0.55
22-05-2013,17.2,17.2,16.75,16.8,17.012910036,12316,56,209531,11920,96.78,0.45,-0.4
21-05-2013,17.3,17.5,17.05,17.15,17.178274258,15263,54,262192,11641,76.27,0.45,-0.15
20-05-2013,17.9,17.9,17.15,17.2,17.276699321,16639,81,287467,11932,71.71,0.75,-0.7
17-05-2013,17.65,18,16.9,17.2,17.334380833,52506,164,910159,43743,83.31,1.1,-0.45
16-05-2013,18.05,18.35,17.55,17.6,17.913999296,11372,63,203718,9996,87.9,0.8,-0.45
15-05-2013,18.1,18.5,18.1,18.2,18.333267483,10124,45,185606,7773,76.78,0.4,0.1
14-05-2013,18.1,18.5,18.1,18.3,18.270282694,4351,21,79494,3850,88.49,0.4,0.2
13-05-2013,18.1,18.75,18.1,18.35,18.460505319,7520,40,138823,6062,80.61,0.65,0.25
11-05-2013,18.75,18.75,18.75,18.75,18.705882353,17,1,318,17,100,0,0
10-05-2013,19.55,19.55,18.45,18.65,18.809946442,19605,75,368769,14887,75.93,1.1,-0.9
09-05-2013,19.9,20.25,19.75,19.85,19.876359733,41920,143,833217,35926,85.7,0.5,-0.05
08-05-2013,17.8,21.35,17.15,19.75,19.344468153,134503,482,2601889,76020,56.52,4.2,1.95
07-05-2013,17.75,18,17.4,17.8,17.754014989,29888,65,530632,24285,81.25,0.6,0.05
06-05-2013,17.2,18,17,17.85,17.445037586,27537,86,480384,17111,62.14,1,0.65
03-05-2013,17.55,18.2,17.15,17.35,17.633266791,31058,80,547654,27115,87.3,1.05,-0.2
02-05-2013,17.2,18.15,17.2,18.05,17.955306308,17564,46,315367,12245,69.72,0.95,0.85
30-04-2013,17.25,18.25,17.25,18.05,17.922268712,21510,66,385508,20490,95.26,1,0.8
29-04-2013,17.05,18.25,17.05,18,17.803776902,37544,128,668425,20980,55.88,1.2,0.95
26-04-2013,17.5,17.75,17.1,17.2,17.213668019,13067,69,224931,9738,74.52,0.65,-0.3
25-04-2013,17.5,17.95,17.5,17.5,17.696096654,12912,41,228492,10241,79.31,0.45,0
23-04-2013,16.55,17.75,16.55,17.5,17.334786720,19036,48,329985,16305,85.65,1.2,0.95
22-04-2013,18,19,17.35,17.5,17.900514633,63929,181,1144362,54268,84.89,1.65,-0.5
18-04-2013,19.45,19.45,16.8,17.3,17.318566377,54017,168,935497,31009,57.41,2.65,-2.15
17-04-2013,17.6,17.7,17.5,17.5,17.565447435,13041,24,229071,12028,92.23,0.2,-0.1
16-04-2013,17.2,18,17.2,17.6,17.870212898,16111,38,287907,15036,93.33,0.8,0.4
15-04-2013,18.2,18.3,17.75,17.95,18.079039343,31187,53,563831,29774,95.47,0.55,-0.25
12-04-2013,17.8,18.75,17.8,18.6,18.328826264,21078,66,386335,20412,96.84,0.95,0.8
11-04-2013,17.5,18.25,17,17.8,17.569805878,16639,71,292344,13174,79.18,1.25,0.3
10-04-2013,16.6,17.8,16.6,17.5,17.353265391,9616,38,166869,6366,66.2,1.2,0.9
09-04-2013,17.4,17.7,17.1,17.35,17.406308194,17184,41,299110,13830,80.48,0.6,-0.05
08-04-2013,18,18,17.1,17.3,17.349762428,14101,60,244649,11143,79.02,0.9,-0.7
05-04-2013,17.75,18.5,17.65,18,18.068706812,10130,39,183036,6670,65.84,0.85,0.25
04-04-2013,18,18,17.5,17.5,17.641840088,8217,38,144963,4632,56.37,0.5,-0.5
03-04-2013,17.6,18.3,17.25,18.1,17.893102094,33097,109,592208,24489,73.99,1.05,0.5
02-04-2013,17.8,18,17.55,17.65,17.728805750,10852,37,192393,7850,72.34,0.45,-0.15
01-04-2013,16.8,18,16.8,17.6,17.553963706,28269,92,496233,21489,76.02,1.2,0.8
28-03-2013,16.3,16.9,15.9,16.8,16.423261775,21847,73,358799,17844,81.68,1,0.5
26-03-2013,15.25,16.3,15.25,16.2,15.861801561,38944,124,617722,31591,81.12,1.05,0.95
25-03-2013,16.2,16.65,15.05,15.7,16.033230387,57959,165,929270,39435,68.04,1.6,-0.5
22-03-2013,16.65,17,15.65,16.35,16.615902317,62406,132,1036932,50486,80.9,1.35,-0.3
21-03-2013,17.65,17.65,16.45,16.9,16.927999351,49319,117,834872,41660,84.47,1.2,-0.75
20-03-2013,17.35,17.5,16.85,17.05,17.143867858,106855,183,1831908,84596,79.17,0.65,-0.3
19-03-2013,19,19,17.3,17.75,17.867153285,32195,90,575233,24354,75.65,1.7,-1.25
18-03-2013,18.5,18.85,18.5,18.65,18.647413646,17573,56,327691,15967,90.86,0.35,0.15
15-03-2013,18.45,19,18,18.65,18.453710477,12303,55,227036,9138,74.27,1,0.2
14-03-2013,18.55,18.95,18.2,18.45,18.545760345,15756,59,292207,13545,85.97,0.75,-0.1
13-03-2013,18.6,19.4,18.55,18.55,18.710866801,13371,59,250183,9344,69.88,0.85,-0.05
12-03-2013,19.15,19.75,19.15,19.35,19.303433221,35273,87,680890,33106,93.86,0.6,0.2
11-03-2013,18.9,19.4,17.75,19.15,18.715101194,23124,97,432768,20450,88.44,1.65,0.25
08-03-2013,17.6,18.65,17.6,18.25,18.042074221,34249,118,617923,28634,83.61,1.05,0.65
07-03-2013,17.4,18.2,17.25,17.5,17.632199816,15174,77,267551,11344,74.76,0.95,0.1
06-03-2013,17.6,18.5,17,17.3,17.591261018,63417,191,1115585,44369,69.96,1.5,-0.3
05-03-2013,17.25,18.15,17.15,18,17.826504184,30116,144,536863,25079,83.27,1,0.75
04-03-2013,17.25,17.45,16.65,17.2,17.064551908,13524,69,230781,10972,81.13,0.8,-0.05
01-03-2013,17.5,17.8,17,17.2,17.453521725,9413,50,164290,8335,88.55,0.8,-0.3
28-02-2013,17.4,17.8,17,17.2,17.353988049,23094,77,400773,18794,81.38,0.8,-0.2
27-02-2013,17.5,18,17.2,17.55,17.534673844,18948,65,332247,16147,85.22,0.8,0.05
26-02-2013,18.05,18.05,17.4,17.7,17.773850017,31457,92,559112,28110,89.36,0.65,-0.35
25-02-2013,18.2,18.75,16.8,17.55,17.530210042,37802,119,662677,30340,80.26,1.95,-0.65
22-02-2013,18.25,18.8,18.1,18.2,18.380841562,15899,65,292237,11609,73.02,0.7,-0.05
21-02-2013,18.9,18.95,18.6,18.7,18.755909648,11422,63,214230,9178,80.35,0.35,-0.2
20-02-2013,19.4,19.9,19,19.1,19.265334654,17167,93,330728,13224,77.03,0.9,-0.3
19-02-2013,19.6,19.9,19.2,19.6,19.415802469,6075,20,117951,4165,68.56,0.7,0
18-02-2013,19.7,19.75,19.3,19.65,19.533769309,8869,36,173245,8038,90.63,0.45,-0.05
15-02-2013,20.2,20.2,19.3,19.5,19.525359011,12047,56,235222,10991,91.23,0.9,-0.7
14-02-2013,20.5,20.5,19.3,19.9,19.855176541,13368,67,265424,10849,81.16,1.2,-0.6
13-02-2013,19,20.5,18.85,20.15,19.568379020,46330,116,906603,42961,92.73,1.65,1.15
12-02-2013,19.25,19.5,18.8,19.3,19.197872455,18613,63,357330,16308,87.62,0.7,0.05
11-02-2013,19.25,19.3,18.65,19.05,18.986488345,29086,74,552241,21357,73.43,0.65,-0.2
08-02-2013,18.75,18.9,18.4,18.65,18.578485109,15143,63,281334,11631,76.81,0.5,-0.1
07-02-2013,18.95,19.3,18.5,18.85,18.942934333,18137,87,343568,13083,72.13,0.8,-0.1
06-02-2013,18.95,19.3,18.6,18.8,19.065253563,13823,51,263539,10020,72.49,0.7,-0.15
05-02-2013,18.3,18.8,18.3,18.6,18.568518031,18995,47,352709,17292,91.03,0.5,0.3
04-02-2013,19.5,19.7,17.8,18.45,18.897739679,49462,126,934720,42583,86.09,1.9,-1.05
01-02-2013,19.6,19.6,19.1,19.35,19.269042001,21190,82,408311,14470,68.29,0.5,-0.25
31-01-2013,19.5,19.7,19.05,19.15,19.266027349,16893,61,325461,13800,81.69,0.65,-0.35
30-01-2013,19.5,19.5,19.1,19.2,19.237333608,9691,65,186429,8018,82.74,0.4,-0.3
29-01-2013,19.25,20.5,19,19,19.365112804,55539,194,1075519,26782,48.22,1.5,-0.25
28-01-2013,19.5,19.6,19.15,19.25,19.354933986,39613,119,766707,33380,84.27,0.45,-0.25
25-01-2013,19.5,19.85,19.5,19.75,19.680677891,8969,43,176516,8082,90.11,0.35,0.25
24-01-2013,19.7,20,19.3,19.7,19.738445040,18650,52,368122,14458,77.52,0.7,0
23-01-2013,19.85,20.25,19.5,19.55,19.749216213,35724,96,705521,31300,87.62,0.75,-0.3
22-01-2013,20.5,20.6,19.8,20,20.065035816,35319,92,708677,27419,77.63,0.8,-0.5
21-01-2013,21,21,19.85,19.85,20.003407250,17903,93,358121,15331,85.63,1.15,-1.15
18-01-2013,20.1,20.85,19.85,20.1,20.140813322,21738,94,437821,16559,76.18,1,0
17-01-2013,20.25,20.6,20,20.15,20.258481422,17951,61,363660,16322,90.93,0.6,-0.1
16-01-2013,21.1,21.15,20.25,20.35,20.712836623,41701,107,863746,31416,75.34,0.9,-0.75
15-01-2013,21.05,21.3,21.05,21.15,21.219004322,17817,62,378059,16767,94.11,0.25,0.1
14-01-2013,22.7,22.7,21,21.4,21.401286174,17105,89,366069,13401,78.35,1.7,-1.3
11-01-2013,22.25,22.75,21.95,21.95,22.137430356,17769,84,393360,16918,95.21,0.8,-0.3
10-01-2013,23.1,23.3,22.4,22.55,22.925764359,26133,777,599119,18106,69.28,0.9,-0.55
09-01-2013,22.85,23.3,22,22.9,22.760501977,56656,180,1289519,39841,70.32,1.3,0.05
08-01-2013,22.6,22.6,21.8,22.05,22.079284057,30170,131,666132,23692,78.53,0.8,-0.55
07-01-2013,23.7,23.7,21.75,22.6,22.802641917,115825,327,2641116,87219,75.3,1.95,-1.1
04-01-2013,22.85,22.85,22.85,22.85,22.849988877,40457,67,924442,40405,99.87,0,0
03-01-2013,21.8,21.8,21.8,21.8,21.799881235,5052,31,110133,5051,99.98,0,0
02-01-2013,19.9,20.8,19.85,20.8,20.411152797,29320,115,598455,26702,91.07,0.95,0.9
01-01-2013,20,20.35,19.45,19.85,19.926430298,49640,127,989148,30634,61.71,0.9,-0.15
31-12-2012,19.85,19.95,19.2,19.45,19.545978906,54612,116,1067445,50424,92.33,0.75,-0.4
28-12-2012,19.65,20,19.65,19.75,19.745396768,44371,59,876123,40775,91.9,0.35,0.1
27-12-2012,19.65,20.1,19.55,19.65,19.902345775,30864,74,614266,27746,89.9,0.55,0
26-12-2012,19.85,20.2,19.4,19.75,19.784321560,25028,104,495162,17621,70.41,0.8,-0.1
24-12-2012,19.6,20.2,19.6,20.05,20.006780500,20205,45,404237,17355,85.89,0.6,0.45
21-12-2012,19.4,20.2,19.4,19.7,19.933152374,21736,66,433267,20482,94.23,0.8,0.3
20-12-2012,20.15,20.25,19.5,19.9,20.045384446,27234,79,545916,24889,91.39,0.75,-0.25
19-12-2012,20.6,20.8,20.1,20.25,20.316649575,30229,107,614152,23679,78.33,0.7,-0.35
18-12-2012,20.35,20.8,20.35,20.5,20.522223317,30441,85,624717,25799,84.75,0.45,0.15
17-12-2012,21,21,20.15,20.75,20.626373626,13195,60,272165,9728,73.72,0.85,-0.25
14-12-2012,20.95,21.3,20.5,20.55,20.658497097,35824,96,740070,31613,88.25,0.8,-0.4
13-12-2012,21.25,21.6,20.7,20.85,21.064078048,56478,154,1189657,45276,80.17,0.9,-0.4
12-12-2012,21.7,21.7,20.55,21.1,21.078551246,19465,69,410294,14753,75.79,1.15,-0.6
11-12-2012,21.9,22.25,20.85,21,21.222307896,45392,182,963323,36446,80.29,1.4,-0.9
10-12-2012,22.3,22.5,21.6,21.9,22.039775841,56567,159,1246724,41474,73.32,0.9,-0.4
07-12-2012,22.95,23.25,22.3,22.35,22.592777810,51591,149,1165584,31750,61.54,0.95,-0.6
06-12-2012,22.35,22.6,22.1,22.5,22.355842553,22687,68,507187,16332,71.99,0.5,0.15
05-12-2012,22.6,22.6,22.1,22.4,22.417535706,35288,79,791070,29674,84.09,0.5,-0.2
04-12-2012,22.5,22.6,22.1,22.5,22.425083269,39931,106,895456,32007,80.16,0.5,0
03-12-2012,22.3,23,22.15,22.55,22.631290206,35909,103,812667,30064,83.72,0.85,0.25
30-11-2012,22.9,23.5,22.25,22.95,22.882190110,42628,109,975422,42628,100,1.25,0.05
29-11-2012,22.05,23.25,22,22.8,22.450963171,17079,81,383440,17079,100,1.25,0.75
27-11-2012,22.25,23.25,22.1,22.45,22.634678137,26968,102,610412,26968,100,1.15,0.2
26-11-2012,22.5,23.5,21.9,23.1,22.707940635,18462,83,419234,18462,100,1.6,0.6
23-11-2012,22.75,23,22.25,22.55,22.674587841,15528,53,352091,15528,100,0.75,-0.2
22-11-2012,21.6,22.5,21.5,22.2,21.951512861,44981,118,987401,44981,100,1,0.6
21-11-2012,22.8,22.95,21.6,21.85,22.348042519,46003,108,1028077,46003,100,1.35,-0.95
20-11-2012,23,23.2,22.3,22.55,22.633032349,22814,96,516350,22814,100,0.9,-0.45
19-11-2012,22.5,23.15,22,22.9,22.677782152,35566,110,806558,35566,100,1.15,0.4
16-11-2012,24.8,24.8,22.5,22.6,23.133538577,69186,210,1600517,69186,100,2.3,-2.2
15-11-2012,23.65,24.7,22.75,23.65,24.039322428,37841,102,909672,37841,100,1.95,0
13-11-2012,23.6,24.5,22.7,23.65,23.716924139,11587,68,274808,11587,100,1.8,0.05
12-11-2012,23.4,24,23,23.6,23.446280174,20216,85,473990,20216,100,1,0.2
09-11-2012,24,24.7,23.6,24.05,23.895189738,18710,76,447079,18710,100,1.1,0.05
08-11-2012,24.5,24.8,23.9,24.3,24.374609273,30712,159,748593,30712,100,0.9,-0.2
07-11-2012,25,25.4,23.8,24.5,24.694112740,45556,169,1124965,45556,100,1.6,-0.5
06-11-2012,24.85,25.5,24.45,25.05,25.140882746,67290,251,1691730,67290,100,1.05,0.2
05-11-2012,23.85,25,23,24.3,24.368669734,72805,326,1774161,72805,100,2,0.45
02-11-2012,23.75,23.85,23,23.85,23.797619313,89890,185,2139168,89890,100,0.85,0.1
01-11-2012,22.25,23,22,22.75,22.548539023,31212,113,703785,31212,100,1,0.5
31-10-2012,22.5,22.7,22,22.15,22.202965197,39795,142,883567,39795,100,0.7,-0.35
30-10-2012,24,24,22.85,23.15,23.052002723,55824,157,1286855,55824,100,1.15,-0.85
29-10-2012,26,26,23.95,24.05,24.690146068,48539,126,1198435,48539,100,2.05,-1.95
26-10-2012,25.5,25.75,25,25.1,25.166722093,45105,155,1135145,45105,100,0.75,-0.4
25-10-2012,25.2,25.65,24.65,25.35,25.224932774,46485,161,1172581,46485,100,1,0.15
23-10-2012,25.5,25.5,24.5,25.2,25.073799484,50041,132,1254718,50041,100,1,-0.3
22-10-2012,24.8,25.7,24,24.65,24.803839895,51616,217,1280275,51616,100,1.7,-0.15
19-10-2012,25.65,25.65,24.4,24.75,24.771295648,75661,208,1874221,75661,100,1.25,-0.9
18-10-2012,25.9,26.45,24.5,25.65,25.547367357,207738,486,5307159,207738,100,1.95,-0.25
17-10-2012,25.5,25.5,24.5,25.5,25.349723623,513068,899,13006132,513068,100,1,0
16-10-2012,24.3,24.3,24.3,24.3,24.299991388,23224,78,564343,23224,100,0,0
15-10-2012,23.15,23.15,23.15,23.15,23.149975693,16456,63,380956,16456,100,0,0
12-10-2012,21.05,22.05,20.7,22.05,21.423853658,90418,145,1937102,90418,100,1.35,1
11-10-2012,21.1,21.65,20.45,21,21.034242478,61853,229,1301031,42134,68.12,1.2,-0.1
10-10-2012,22,22,20.4,20.7,20.954009859,49902,182,1045647,42325,84.82,1.6,-1.3
09-10-2012,20.75,22.35,20.7,21.6,21.589068046,49305,173,1064449,32581,66.08,1.65,0.85
08-10-2012,22.75,22.75,21.1,21.25,21.889070841,61066,203,1336678,47644,78.02,1.65,-1.5
05-10-2012,24.2,24.4,22.35,22.55,23.224379970,207006,513,4807586,158970,76.79,2.05,-1.65
04-10-2012,22.5,23.75,22.3,23.35,23.036952466,201015,655,4630773,165571,82.37,1.45,0.85
03-10-2012,20.75,22.45,20.4,22.1,21.475182178,165909,444,3562926,123378,74.36,2.05,1.35
01-10-2012,20.15,20.5,20.05,20.35,20.333549328,43211,110,878633,39029,90.32,0.45,0.2
28-09-2012,20.7,20.7,19.4,20.15,20.006158219,48553,158,971359,41445,85.36,1.3,-0.55
27-09-2012,20.4,20.85,19.75,20,20.276787290,56650,263,1148680,36984,65.29,1.1,-0.4
26-09-2012,20.4,20.85,19.15,19.95,20.113370325,106871,399,2149536,76193,71.29,1.7,-0.45
25-09-2012,18.35,20.4,18.1,19.8,19.072141539,126834,510,2418996,92408,72.86,2.3,1.45
24-09-2012,17.5,18.2,17.15,17.9,17.609529256,73437,219,1293191,55820,76.01,1.05,0.4
21-09-2012,17.2,17.4,17.05,17.15,17.227633819,31722,123,546495,24075,75.89,0.35,-0.05
20-09-2012,17.05,17.35,17.05,17.2,17.201449003,10628,31,182817,9828,92.47,0.3,0.15
18-09-2012,16.7,17.35,16.7,17.2,17.206723730,17758,70,305557,10722,60.38,0.65,0.5
17-09-2012,17,17.35,16.85,17.1,17.084768716,47258,158,807392,34619,73.26,0.5,0.1
14-09-2012,17.1,17.35,16.85,16.9,16.978706858,27004,106,458493,18683,69.19,0.5,-0.2
13-09-2012,17.05,17.25,16.95,17,17.088780865,41349,109,706604,34070,82.4,0.3,-0.05
12-09-2012,17.55,17.75,16.85,16.95,17.224213223,75339,193,1297655,44413,58.95,0.9,-0.6
11-09-2012,17.9,18.15,17.4,17.5,17.693947174,56866,229,1006184,36742,64.61,0.75,-0.4
10-09-2012,17.15,17.8,16.85,17.65,17.271481169,85284,205,1472981,75101,88.06,0.95,0.5
08-09-2012,16.9,17.1,16.6,16.75,16.866310160,935,10,15770,784,83.85,0.5,-0.15
07-09-2012,17.3,17.3,16.8,16.85,16.930361655,24139,87,408682,16063,66.54,0.5,-0.45
06-09-2012,17.05,17.15,16.5,16.8,16.810024353,48043,153,807604,33151,69,0.65,-0.25
05-09-2012,17.4,17.5,16.55,16.75,17.044459131,66578,179,1134786,49451,74.28,0.95,-0.65
04-09-2012,17,17.55,16.95,17.35,17.227282136,24155,98,416125,15864,65.68,0.6,0.35
03-09-2012,16.95,17.35,16.7,17.15,17.124260860,35176,112,602363,26707,75.92,0.65,0.2
31-08-2012,17.25,17.25,16.65,16.95,16.947063183,31037,132,525986,27394,88.26,0.6,-0.3
30-08-2012,17.85,17.95,17.35,17.4,17.658264781,74031,273,1307259,45448,61.39,0.6,-0.45
29-08-2012,17.5,17.9,17.2,17.4,17.564567864,56429,268,991151,31629,56.05,0.7,-0.1
28-08-2012,17,17.6,16.8,17,17.126012207,82246,259,1408546,66708,81.11,0.8,0
27-08-2012,17.25,19.25,16.2,16.45,17.352020601,246585,856,4278748,99472,40.34,3.05,-0.8
24-08-2012,17.3,17.3,16.6,16.85,16.931897847,33949,93,574821,26287,77.43,0.7,-0.45
23-08-2012,16.7,17.3,16.45,16.85,16.705774819,51967,173,868149,40573,78.07,0.85,0.15
22-08-2012,16.6,16.8,16.15,16.6,16.601827411,19700,79,327056,12155,61.7,0.65,0
21-08-2012,17,17,15.6,16.5,16.455984385,70191,157,1155062,50923,72.55,1.4,-0.5
17-08-2012,17.5,17.5,16.9,17.05,17.085158775,19493,56,333041,11652,59.78,0.6,-0.45
16-08-2012,16.85,17.5,16.7,17.3,16.978263763,22543,102,382741,15852,70.32,0.8,0.45
14-08-2012,17.2,17.2,16.8,16.85,16.996312863,33088,81,562374,27297,82.5,0.4,-0.35
13-08-2012,17.4,17.5,17,17.2,17.240588104,17956,59,309572,14321,79.76,0.5,-0.2
10-08-2012,17,17.75,16.25,17.4,16.942016628,42219,153,715275,17777,42.11,1.5,0.4
09-08-2012,17.5,17.85,17.25,17.25,17.419552477,11262,45,196179,8659,76.89,0.6,-0.25
08-08-2012,17.5,17.5,17.15,17.45,17.356418328,8577,47,148866,7420,86.51,0.35,-0.05
07-08-2012,17.4,17.55,17.1,17.25,17.356872413,11357,38,197122,9201,81.02,0.45,-0.15
06-08-2012,17.25,17.9,17.25,17.4,17.461566135,8339,71,145612,6862,82.29,0.65,0.15
03-08-2012,17.25,17.5,17.05,17.1,17.339756041,25742,95,446360,16710,64.91,0.45,-0.15
02-08-2012,17.65,17.65,16.8,17.1,17.100078906,7604,42,130029,6074,79.88,0.85,-0.55
01-08-2012,17.2,17.6,17,17.1,17.191845853,14324,57,246256,11241,78.48,0.6,-0.1
31-07-2012,16.8,17.5,16.7,17.3,17.001321463,14378,51,244445,12100,84.16,0.8,0.5
30-07-2012,17,17.3,16.1,16.75,16.669524531,36974,132,616339,28320,76.59,1.2,-0.25
27-07-2012,18.25,18.25,16.8,17,17.221535477,36080,127,621353,28553,79.14,1.45,-1.25
26-07-2012,18.4,18.4,17.25,17.35,17.474206200,26518,72,463381,19459,73.38,1.15,-1.05
25-07-2012,17.7,18.15,17.3,17.6,17.574151816,23344,105,410251,17908,76.71,0.85,-0.1
24-07-2012,17.75,18.15,17.7,17.8,17.863582444,16860,55,301180,12120,71.89,0.45,0.05
23-07-2012,17.8,18.1,17.6,17.9,17.892837943,16741,60,299544,12569,75.08,0.5,0.1
20-07-2012,17.7,18.15,17.65,17.8,17.865887637,24047,79,429621,18020,74.94,0.5,0.1
19-07-2012,18.3,18.3,17.9,17.95,18.057452057,12567,70,226928,11208,89.19,0.4,-0.35
18-07-2012,17.9,18.3,17.6,17.9,17.928424627,44764,123,802548,36811,82.23,0.7,0
17-07-2012,18.45,18.45,17.85,17.9,18.128013161,29786,97,539961,26471,88.87,0.6,-0.55
16-07-2012,18.3,18.55,18.1,18.1,18.262635557,15215,66,277866,13035,85.67,0.45,-0.2
13-07-2012,18.5,18.95,18.3,18.35,18.509044051,20953,74,387820,19538,93.25,0.65,-0.15
12-07-2012,19,19.2,18.45,18.55,18.603693436,22364,76,416053,15804,70.67,0.75,-0.45
11-07-2012,18.7,19.3,18.6,18.85,18.952795447,20909,98,396284,11582,55.39,0.7,0.15
10-07-2012,18.9,19,18.55,18.85,18.728847204,20151,81,377405,13702,68,0.45,-0.05
09-07-2012,19.5,19.5,18.8,19,19.059910319,35236,97,671595,24396,69.24,0.7,-0.5
06-07-2012,19.9,19.9,18.8,19.35,19.287187222,40444,147,780051,27080,66.96,1.1,-0.55
05-07-2012,18.7,19.7,18.4,19.25,19.124179291,86206,231,1648619,41495,48.13,1.3,0.55
04-07-2012,18.35,18.55,18.25,18.45,18.376812847,46267,84,850240,42090,90.97,0.3,0.1
03-07-2012,18.4,18.5,18.15,18.35,18.323142208,29928,83,548375,24146,80.68,0.35,-0.05
02-07-2012,18.9,18.9,18.1,18.3,18.303703266,16931,62,309900,15645,92.4,0.8,-0.6
29-06-2012,18.4,18.7,18.15,18.55,18.479016545,34694,101,641111,30453,87.78,0.55,0.15
28-06-2012,18.35,18.6,18.3,18.35,18.366370873,15326,43,281483,12582,82.1,0.3,0
27-06-2012,18.35,18.7,18.35,18.65,18.620661932,14926,43,277932,10608,71.07,0.35,0.3
26-06-2012,18.4,19.1,18.4,18.6,18.747275601,24042,63,450722,17397,72.36,0.7,0.2
25-06-2012,18.7,19.15,18.6,18.95,18.970319635,12264,42,232652,9966,81.26,0.55,0.25
22-06-2012,18.35,19.3,18.35,18.7,18.848083124,8373,42,157815,6722,80.28,0.95,0.35
21-06-2012,19.4,19.4,18.75,19,18.994157030,8215,31,156037,6170,75.11,0.65,-0.4
20-06-2012,18.9,19.35,18.25,19.05,19.005920345,18580,279,353130,12879,69.32,1.1,0.15
19-06-2012,18.5,19,18.5,18.85,18.706262201,13318,44,249130,8816,66.2,0.5,0.35
18-06-2012,18.95,19,18.7,18.85,18.869503344,14054,37,265192,12536,89.2,0.3,-0.1
15-06-2012,18.7,19.2,18.55,18.65,18.760012614,31710,67,594880,26692,84.18,0.65,-0.05
14-06-2012,18.8,19.15,18.6,18.85,18.936688312,26488,57,501595,22520,85.02,0.55,0.05
13-06-2012,18.8,18.9,18.7,18.8,18.805037830,10838,58,203809,9120,84.15,0.2,0
12-06-2012,19.8,19.8,18.7,18.8,18.970496557,27590,64,523396,23458,85.02,1.1,-1
11-06-2012,18.1,19.7,18.1,19.2,19.053642010,54901,310,1046064,45013,81.99,1.6,1.1
08-06-2012,18.6,18.6,18.25,18.55,18.475520257,9947,48,183776,8052,80.95,0.35,-0.05
07-06-2012,18.2,18.85,17.85,18.7,18.402935433,32772,133,603101,23938,73.04,1,0.5
06-06-2012,18.45,18.45,17.9,18.15,18.068068747,17688,59,319588,13823,78.15,0.55,-0.3
05-06-2012,18,18.2,17.8,17.9,18.037449135,15728,59,283693,11998,76.28,0.4,-0.1
04-06-2012,17.9,18.5,17.55,17.65,17.949299657,75463,233,1354508,32664,43.28,0.95,-0.25
01-06-2012,17.65,17.8,17.2,17.25,17.450625869,15099,68,263487,14138,93.64,0.6,-0.4
31-05-2012,17.55,17.85,17.55,17.65,17.670366260,6307,33,111447,4934,78.23,0.3,0.1
30-05-2012,17.55,18.35,17.55,17.75,17.715064977,12466,43,220836,10446,83.8,0.8,0.2
